application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/26745,1999-11-12,?,PCT,DELACROIX MUIRHEI,CYBILLE,,92125,1614,514,310000,,None,0684G-05-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200027384,2000-05-18,,,,PEND,METHOD FOR AUGMENTING THE INOTROPIC EFFECTS OF BETA-ADRENERGIC AGONISTS USING PYRUVATE THERAPY,0,0
PCT/US99/26746,1999-11-12,?,PCT,ROSE,SHEP,K,93603,1614,514,300000,,None,P32185,256,10nov2001 00:00:00,9200,2006-03-27,,,200027341,2000-05-18,,,,PEND,NOVEL METHOD OF TREATMENT,0,0
PCT/US99/26747,1999-11-12,?,PCT,POTTER,ROY,KARL,99496,2822,257,723000,,None,SAR-13313PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028590,2000-05-18,,,,PEND,INTEGRATED CIRCUIT POWER SUPPLY,0,0
PCT/US99/26748,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,HMR 2027A WO,218,13dec1999 17:40:07,9200,2006-03-27,,,200040577,2000-07-13,,,,PEND,1-CARBOXYMETHYL-2-OXO-AZEPAN DERIVATIVES USEFUL AS SELECTIVE INHIBITORS OF MMP-12,0,0
PCT/US99/26749,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,HMR 2026A WO,218,13dec1999 17:40:02,9200,2006-03-27,,,200040600,2000-07-13,,,,PEND,SELECTIVE INHIBITORS OF MMP-12,0,0
PCT/US99/26750,1999-11-11,?,PCT,None,None,None,,5332,000,000000,,None,AP/21 PCT,218,13dec1999 17:39:57,9200,2006-03-27,,,200030242,2000-05-25,,,,PEND,STEP SWITCH CYCLOCONVERTER UTILIZING MULTI-TAP ARMATURE,0,0
PCT/US99/26751,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,2580.1003006,218,13dec1999 17:39:52,9200,2006-03-27,,,200029049,2000-05-25,,,,PEND,DRUG DELIVERY SYSTEMS AND METHODS,0,0
PCT/US99/26752,1999-11-12,?,PCT,LE,HOA,T,72631,1773,428,507000,,None,HIGHSTRENTHS,256,10nov2001 00:00:00,9200,2006-03-27,,,200030770,2000-06-02,,,,PEND,"HIGH STRENGTH STEEL POWER, METHOD FOR THE PRODUCTION THEREOF AND METHOD FOR PRODUCING PARTS",0,0
PCT/US99/26754,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,99551PCT,218,13dec1999 17:39:29,9200,2006-03-27,,,200032489,2000-06-08,,,,PEND,WINE CAP,0,0
PCT/US99/26755,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,02232-0135WP,218,13dec1999 17:39:24,9200,2006-03-27,,,200073160,2000-12-07,,,,PEND,PALLETZING SYSTEM AND METHOD FOR PALLETIZING A LOAD,0,0
PCT/US99/26756,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,5454-01301,218,20jan2000 17:39:18,9200,2006-03-27,,,200028369,2000-05-18,,,,PEND,HEAD MOUNTED APPARATUS FOR VIEWING AN IMAGE,0,0
PCT/US99/26757,1999-11-12,?,PCT,VO,HIEU,T,66293,3747,123,369000,,None,34209-00034,256,10nov2001 00:00:00,9200,2006-03-27,,,200032918,2000-06-08,,,,PEND,THROTTLE CONTROL SYSTEM,0,0
PCT/US99/26758,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,208-6132.PC,218,22dec1999 17:39:01,9200,2006-03-27,,,200029331,2000-05-25,,,,PEND,LAYERED LITHIUM METAL OXIDES FREE OF LOCALIZED CUBIC SPINEL-LIKE STRUCTURAL PHASE AND METHOD,0,0
PCT/US99/26759,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,279.105WO1,218,13dec1999 17:38:56,9200,2006-03-27,,,200030610,2000-06-02,,,,PEND,MICROPOROUS DRUG DELIVERY SYSTEM,0,0
PCT/US99/26760,1999-11-11,?,PCT,TRAN,DALENA,,78588,3661,701,037000,,None,35647P/K313,256,10nov2001 00:00:00,9200,2006-03-27,,,200028236,2000-05-18,,,,PEND,ENHANCED COMPUTER OPTIMIZER ADAPTIVE SUSPENSION,0,0
PCT/US99/26761,1999-11-10,?,PCT,None,None,None,,5332,000,000000,,None,OB-160 A,218,13dec1999 17:38:38,9200,2006-03-27,,,200030495,2000-06-02,,,,PEND,ORAL BRUSH,0,0
PCT/US99/26762,1999-11-10,?,PCT,None,None,None,,5332,000,000000,,None,7151094/PCT,218,13dec1999 17:38:33,9200,2006-03-27,,,200027916,2000-05-18,,,,PEND,A WOOD SUBSTITUTE COMPOSITION AND PROCESS FOR PRODUCING SAME,0,0
PCT/US99/26763,1999-11-10,?,PCT,BUCZINSKI,STEPHEN,C,92414,3662,356,028500,,None,B04. 13-1530,256,10nov2001 00:00:00,9200,2006-03-27,,,200029854,2000-05-25,,,,PEND,"NON-SCANNING, THREE-AXIS, SELF-REFERENCED HETERODYNE LASER AIR DATA SENSING SYSTEM",0,0
PCT/US99/26764,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,229.P1F,218,01dec1999 17:38:20,9200,2006-03-27,,,200029385,2000-05-25,,,,PEND,PYRIDAZINE COMPOUNDS,0,0
PCT/US99/26765,1999-11-10,?,PCT,O HANLON,SEAN,P,69669,3752,222,326000,,None,800337,566,06apr2000 00:00:00,9200,2006-03-27,,,200027730,2000-05-18,,,,PEND,CHEMICAL CONTAINMENT CARTRIDGE,0,0
PCT/US99/26766,1999-11-10,?,PCT,O HANLON,SEAN,P,69669,3752,222,082000,,None,800338,566,11apr2000 00:00:00,9200,2006-03-27,,,200027747,2000-05-18,,,,PEND,CHEMICAL CARTRIDGE HANDLING AND DISPENSING MECHANISM,0,0
PCT/US99/26767,1999-11-10,?,PCT,PATEL,MAULIN,M,70610,3737,600,459000,,None,5050/610,256,10nov2001 00:00:00,9200,2006-03-27,,,200030543,2000-06-02,,,,PEND,DIAGNOSTIC MEDICAL ULTRASOUND SYSTEMS AND TRANSDUCERS UTILIZING MICRO-MECHANICAL COMPONENTS,0,0
PCT/US99/26768,1999-11-09,?,PCT,None,None,None,,5333,000,000000,,None,3197.PDD.CMP,218,10dec1999 17:37:50,9200,2006-03-27,,,200027552,2000-05-18,,,,PEND,CONTINUOUS CLEANING MEGASONIC TANK WITH REDUCED DUTY CYCLE TRANSDUCERS,0,0
PCT/US99/26769,1999-11-10,?,PCT,MOORE,MARGARET,G,62031,1712,525,537000,,None,33642,256,10nov2001 00:00:00,9200,2006-03-27,,,200037548,2000-06-29,,,,PEND,POLY (ARYLENE SULFIDE) COMPOSITIONS AND THEIR USE,0,0
PCT/US99/26770,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,X-12451,218,26nov1999 17:37:34,9200,2006-03-27,,,200029014,2000-05-25,,,,PEND,METHOD OF TREATING HEPARIN-INDUCED THROMBOCYTOPENIA,0,0
PCT/US99/26771,1999-11-09,?,PCT,None,None,None,,5333,000,000000,,None,02-029110PC,218,10dec1999 17:37:29,9200,2006-03-27,,,200028017,2000-05-18,,,,PEND,MODIFIED PHOSPHOENOLPYRUVATE CARBOXYLASE FOR IMPROVEMENT AND OPTIMIZATION OF PLANT PHENOTYPES,0,0
PCT/US99/26772,1999-11-09,?,PCT,None,None,None,,5333,000,000000,,None,02-029220PC,218,08dec1999 17:37:24,9200,2006-03-27,,,200028008,2000-05-18,,,,PEND,"MODIFIED RIBULOSE 1,5-BISPHOSPHATE CARBOXYLASE/ OXYGENASE FOR IMPROVEMENT AND OPTIMIZATION OF",0,0
PCT/US99/26773,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,05010.0074/P,218,10dec1999 17:37:20,9200,2006-03-27,,,200027998,2000-05-18,,,,PEND,METHODS AND COMPOSITIONS FOR IMPROVING ALLOGENEIC HEMATOPOIETIC CELL TRANSPLANTATION,0,0
PCT/US99/26774,1999-11-10,?,PCT,MUIR,DAVID,N,98359,3712,446,297000,,None,14109PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200045918,2000-08-10,,,,PEND,COOPERATING DOLL PAIR HAVING ONE DOLL PROVIDING SPEECH FOR THE OTHER,0,0
PCT/US99/26775,1999-11-10,?,PCT,RIMELL,SAMUEL,G,83039,2166,710,001000,,None,14089PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200045919,2000-08-10,,,,PEND,DOLL HAVING EYE MOVEMENT RESPONSIVE TO LIMP MOVEMENT,0,0
PCT/US99/26776,1999-11-10,?,PCT,MUIR,DAVID,N,98359,3712,446,085000,,None,14049(1)PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200044462,2000-08-03,,,,PEND,BEAK-LIKE ELEMENT FOR CONSTRUCTION TOY PLAYSET,0,0
PCT/US99/26777,1999-11-10,?,PCT,HELLNER,MARK,,90192,3662,359,341300,,None,FLOOD 3-14,256,10nov2001 00:00:00,9200,2006-03-27,,,200031840,2000-06-02,,,,PEND,L-BAND AMPLIFICATION WITH DETUNED 980NM PUMP,0,0
PCT/US99/26778,1999-11-10,?,PCT,CLEVELAND,MICHAEL,B,79860,1762,427,162000,,None,BOOKBINDER 1,256,10nov2001 00:00:00,9200,2006-03-27,,,200030987,2000-06-02,,,,PEND,METHODS FOR PROTECTING SILICA-CONTAINING ARTICLE AND INHIBITING BREAKS DURING DRAWING OF OPTICAL,0,0
PCT/US99/26779,1998-11-10,?,PCT,SAMPLE,DAVID,R,67237,1755,501,119000,,None,BEALL 10-7,256,10nov2001 00:00:00,9200,2006-03-27,,,200030995,2000-06-02,,,,PEND,"FABRICATION OF LOW THERMAL EXPANSION, HIGH STRENGTH CORDIERITE STRUCTURES",0,0
PCT/US99/26780,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,BELOCOR-181,218,10dec1999 17:36:10,9200,2006-03-27,,,200029123,2000-05-25,,,,PEND,THROUGH-FLOW HYDROCYCLONE AND THREE-WAY CLEANER,0,0
PCT/US99/26781,1999-11-10,?,PCT,RAYFORD,SANDRA,M,59161,1772,428,034100,,None,120 P 181PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030851,2000-06-02,,,,PEND,COMPOSITION AND METHOD FOR PROMOTING ADHESION OF THERMOPLASTIC ELASTOMERS TO METAL SUBSTRATES,0,0
PCT/US99/26782,1999-11-11,?,PCT,COLBERT,ELLA,,99232,2172,707,206000,,None,310048-405PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200028443,2000-05-18,,,,PEND,INTERACTIVE LABEL SELECTION SYSTEM,0,0
PCT/US99/26783,1999-11-10,?,PCT,HO,CHUONG,T,97593,2616,709,223000,,None,21251-703,256,10nov2001 00:00:00,9200,2006-03-27,,,200028427,2000-05-18,,,,PEND,SYSTEM AND METHOD FOR MATCHING USERS WITH ITEMS IN A NETWORK,0,0
PCT/US99/26784,1999-11-10,?,PCT,BROWN,KHALED,,78115,2851,353,030000,,None,HMR-1 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028377,2000-05-18,,,,PEND,DESKTOP PROJECTOR MONITOR,0,0
PCT/US99/26785,1999-11-10,?,PCT,CARLSON,JEFFREY,D,73334,3712,446,268000,,None,14094PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200044463,2000-08-03,,,,PEND,ARTICULATED TOY FIGURE SIMULATING BASKETBALL PLAY,0,0
PCT/US99/26786,1999-11-10,?,PCT,NGUYEN,HANH,N,61199,2616,370,412000,,None,QCPA703PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028777,2000-05-18,,,,PEND,RESOURCE ALLOCATOR,0,0
PCT/US99/26787,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,P71-PCT,218,10dec1999 17:34:54,9200,2006-03-27,,,200028625,2000-05-18,,,,PEND,"SHARPENED, ORIENTED CONTACT TIP STRUCTURES",0,0
PCT/US99/26788,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,"98,664-A",218,10dec1999 17:34:49,9200,2006-03-27,,,200028033,2000-05-18,,,,PEND,NOVEL DNAS AND POLYPEPTIDES,0,0
PCT/US99/26789,1999-11-10,?,PCT,SAIDHA,TEKCHAND,,97118,1652,435,196000,,None,5713.204-WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200028044,2000-05-18,,,,PEND,POLYPEPTIDES HAVING LYSOPHOSPHOLIPASE AND NUCLEIC ACIDS ENCODING SAME,0,0
PCT/US99/26790,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,5181-17601,218,02dec1999 17:34:36,9200,2006-03-27,,,200031649,2000-06-02,,,,PEND,HOST CONTROLLER INTERFACE DESCRIPTOR FETCHING UNIT,0,0
PCT/US99/26791,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,4239-53466,218,07dec1999 17:34:31,9200,2006-03-27,,,200028049,2000-05-18,,,,PEND,A HIGH-STABILITY PROKARYOTIC PLASMID VECTOR SYSTEM,0,0
PCT/US99/26792,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,4239-53465,218,10dec1999 17:34:24,9200,2006-03-27,,,200029578,2000-05-25,,,,PEND,CLONING AND CHARACTERIZATION OF TWO NOVEL M-RNA TRANSCRIPTION FACTORS,0,0
PCT/US99/26793,1999-11-12,?,PCT,DAVIE,JAMES,W,99720,2881,372,096000,,None,33590P/C715,256,10nov2001 00:00:00,9200,2006-03-27,,,200030226,2000-05-25,,,,PEND,VERTICAL CAVITY SURFACE EMITTING LASERS WITH CONSISTENT SLOPE EFFICIENCIES,0,0
PCT/US99/26794,1999-11-12,?,PCT,TRAN,HANH,VAN,66976,3637,384,018000,,None,32693P/S584,566,21mar2000 00:00:00,9200,2006-03-27,,,200027251,2000-05-18,,,,PEND,DRAWER SLIDE BEARING RETAINER AND GUIDE BLOCK,0,0
PCT/US99/26795,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,C1005/7001WO,218,07dec1999 17:33:58,9200,2006-03-27,,,200027999,2000-05-18,,,,PEND,LYMPHOID TISSUE-SPECIFIC CELL PRODUCTION FROM HEMATOPOIETIC PROGENITOR CELLS IN THREE,0,0
PCT/US99/26796,1999-11-05,?,PCT,BASKAR,PADMAVATHI,,81402,1645,536,023700,,None,"NC 82,017",256,10nov2001 00:00:00,50C0,2001-06-11,,,200025728,2000-05-11,,,,PEND,CHROMOSOME 2 SEQUENCE OF THE HUMAN MALARIA PARASITE PLASMODIUM FALCIPARUM AND PROTEINS OF,0,0
PCT/US99/26797,1999-11-09,?,PCT,None,None,None,,5333,000,000000,,None,02-029010PC,218,02dec1999 17:33:39,9200,2006-03-27,,,200028018,2000-05-18,,,,PEND,MODIFIED ADP-GLUCOSE PYROPHOSPHORYLASE FOR IMPROVEMENT AND OPTIMIZATION OF PLANT PHENOTYPES,0,0
PCT/US99/26798,1999-11-09,?,PCT,MAIER,LEIGH,C,77820,1673,560,001000,,None,MA-48A,256,10nov2001 00:00:00,9200,2006-03-27,,,200027811,2000-05-18,,,,PEND,NEUROTROPHIC DIAMIDE AND CARBAMATE AGENTS,0,0
PCT/US99/26799,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,029318/0520,218,26nov1999 17:33:23,9200,2006-03-27,,,200027363,2000-05-18,,,,PEND,AEROSOLS COMPRISING NANOPARTICLE DRUGS,0,0
PCT/US99/26800,1999-11-10,?,PCT,SCHWARTZ,CHRISTOPHER,P,67213,3613,267,092000,,None,L&P-959P,256,10nov2001 00:00:00,9200,2006-03-27,,,200028235,2000-05-18,,,,PEND,SPRING STRUCTURE FOR A MATTRESS INNERSPRING HAVING COAXIAL COIL UNITS,0,0
PCT/US99/26801,1999-11-10,?,PCT,VANAMAN,FRANK,BENNETT,66435,3611,180,167000,,None,990310.WP,275,01feb2002 00:00:00,9200,2006-03-27,,,200123251,2001-04-05,,,,PEND,AXLE PRESSURE CONTROL SYSTEM,0,0
PCT/US99/26802,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,237/251WO,218,29nov1999 17:32:56,9200,2006-03-27,,,200031286,2000-06-02,,,,PEND,ADENOVIRAL VECTOR-MEDIATED DELIVERY OF MODIFIED STEROID HORMONE RECEPTORS AND RELATED PRODUCTS,0,0
PCT/US99/26803,1999-11-12,?,PCT,HSU,GRACE,C,71426,1627,435,007100,,None,8792/212,256,10nov2001 00:00:00,9200,2006-03-27,,,200027627,2000-05-18,,,,PEND,ARYLOXIME LINKERS IN THE SOLID-PHASE SYNTHESIS OF 3-AMINOBENZISOXAZOLES,0,0
PCT/US99/26804,1999-11-12,?,PCT,LACYK,JOHN,P,93221,3736,600,300000,,None,CNS-004 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200032271,2000-06-08,,,,PEND,IMPLANTABLE BRACHYTHERAPY DEVICE HAVING AT LEAST PARTIAL DEACTIVATION CAPABILITY,0,0
PCT/US99/26805,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,02231-0182WP,218,03dec1999 17:32:20,9200,2006-03-27,,,200029035,2000-05-25,,,,PEND,X-RAY EMITTING SURGICAL DRAPE,0,0
PCT/US99/26806,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,02232-0150WP,218,29nov1999 17:32:15,9200,2006-03-27,,,200073161,2000-12-07,,,,PEND,PALLETIZING SYSTEM FOR ITEMS ON WHEELS,0,0
PCT/US99/26807,1999-11-11,?,PCT,RAO,MANJUNATH,N,79811,1652,536,023500,,None,7188-157-228,256,10nov2001 00:00:00,9200,2006-03-27,,,200029558,2000-05-25,,,,PEND,"UDP-GALACTOSE: BETA-N-ACETYL-GLUCOSAMINE BETA1,3 GALACTOSYLTRANSFERASES, BETA3GAL-T5",0,0
PCT/US99/26808,1999-11-10,?,PCT,None,None,None,,5331,000,000000,,None,OT-4184,218,01dec1999 17:31:56,9200,2006-03-27,,,200037350,2000-06-29,,,,PEND,ELEVATOR MACHINE WITH COUNTER-ROTATING ROTORS,0,0
PCT/US99/26809,1999-11-10,?,PCT,None,None,None,,5331,000,000000,,None,X-12664,218,01dec1999 17:31:52,9200,2006-03-27,,,200034245,2000-06-15,,,,PEND,PHARMACEUTICAL AGENT,0,0
PCT/US99/26810,1999-11-10,?,PCT,CEGIELNIK,URSZULA,M,92240,3712,446,352000,,None,14053PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200045913,2000-08-10,,,,PEND,ANIMATED PUZZLE HAVING INTERLOCKING ELEMENTS,0,0
PCT/US99/26811,1999-11-10,?,PCT,MONSHIPOURI,MARYAM,,98716,1652,435,194000,,None,PF-0638 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028034,2000-05-18,,,,PEND,CYTOKINE SIGNAL REGULATORS,0,0
PCT/US99/26812,1999-11-11,?,PCT,KLEBE,GERALD,B,89011,3618,280,005500,,None,35648P/K313,256,10nov2001 00:00:00,9200,2006-03-27,,,200027659,2000-05-18,,,,PEND,ENHANCED COMPUTER OPTIMIZED ADAPTIVE AIR SPRING SUSPENSION,0,0
PCT/US99/26813,1999-11-11,?,PCT,NGUYEN,XUAN LAN,T,91818,3613,188,314000,,None,35649P/K313,256,10nov2001 00:00:00,9200,2006-03-27,,,200027658,2000-05-18,,,,PEND,SUSPENSION CONTROL UNIT AND CONTROL VALVE,0,0
PCT/US99/26814,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,EBC-SP-0682.,218,02dec1999 17:30:56,9200,2006-03-27,,,200030198,2000-05-25,,,,PEND,ELECTROCHEMICAL CELL HAVING ELECTRODE ADDITIVES,0,0
PCT/US99/26815,1999-11-12,?,PCT,KNABLE,GEOFFREY,L,93015,1733,156,415000,,None,14-675 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200027616,2000-05-18,,,,PEND,TIRE BUILDING DRUM,0,0
PCT/US99/26816,1999-11-12,?,PCT,JONES,DAVID,B,98206,3725,059,071000,,None,SNP2-007PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028880,2000-05-25,,,,PEND,IMPROVED GUIDE FOR INSERTING ARTICLES INTO CARTRIDGES,0,0
PCT/US99/26817,1999-11-12,?,PCT,SHANOSKI,PAUL,A,97722,3761,604,385010,,None,13962,256,10nov2001 00:00:00,9200,2006-03-27,,,200030582,2000-06-02,,,,PEND,ABSORBENT PRODUCT CONTAINING AN ELASTIC ABSORBENT COMPONANT,0,0
PCT/US99/26818,1999-11-11,?,PCT,WILSON,NEILL,R,83165,3627,411,043000,,None,1230/37555,256,10nov2001 00:00:00,9200,2006-03-27,,,200028221,2000-05-18,,,,PEND,TAPERED SHANK RIVET,0,0
PCT/US99/26819,1999-11-11,?,PCT,HENLEY III,RAYMOND,J,70110,1614,514,310000,,None,PC30002,256,10nov2001 00:00:00,9200,2006-03-27,,,200027408,2000-05-18,,,,PEND,COMPOSITION FOR OPTIMIZING MUSCLE PERFORMANCE DURING EXERCISE,0,0
PCT/US99/26820,1999-11-11,?,PCT,LAM,TUAN,THIEU,65611,2842,327,199000,,None,03486.P001Z,256,10nov2001 00:00:00,9200,2006-03-27,,,200031871,2000-06-02,,,,PEND,IMPROVED FLIP-FLOPS AND OTHER LOGIC CIRCUITS AND TECHNIQUES FOR IMPROVING LAYOUTS OF INTEGRATED,0,0
PCT/US99/26821,1999-11-12,?,PCT,MORRIS,TERREL,H,88097,1771,442,353000,,None,13503.1,256,10nov2001 00:00:00,9200,2006-03-27,,,200028123,2000-05-18,,,,PEND,CRIMPED MULTICOMPONENT FIBERS AND METHODS OF MAKING SAME,0,0
PCT/US99/26822,1999-11-12,?,PCT,PURVIS,SUE,A,89388,1734,156,229000,,None,13631,256,10nov2001 00:00:00,9200,2006-03-27,,,200029199,2000-05-25,,,,PEND,APPARATUS AND METHOD FOR CROSS-DIRECTIONAL STRETCHING OF POLYMERIC FILM AND OTHER NONWOVEN,0,0
PCT/US99/26823,1999-11-12,?,PCT,KIDWELL,MICHELE,M,66676,3761,604,378000,,None,13620,256,10nov2001 00:00:00,9200,2006-03-27,,,200028929,2000-05-25,,,,PEND,ABSORBENT ARTICLE HAVING AN APERTURED LINER,0,0
PCT/US99/26824,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,"98,634-A",218,03dec1999 17:29:13,9200,2006-03-27,,,200028013,2000-05-18,,,,PEND,GENE EXPRESSION MODULATED BY ACTIVATION OF MICROGLIA OR MACHROPHAGES,0,0
PCT/US99/26825,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,0942.465PC01,218,03dec1999 17:29:08,9200,2006-03-27,,,200027795,2000-05-18,,,,PEND,NEW TRANSFECTION REAGENTS,0,0
PCT/US99/26826,1999-11-12,?,PCT,SHAW,SHAWNA,JEANNINE,91832,3737,600,425000,,None,1110/19,275,05dec2002 00:00:00,9200,2006-03-27,,,200112057,2001-02-22,,,,PEND,METHOD AND SYSTEM FOR DISPLAYING CROSS-SECTIONAL IMAGES OF A BODY,0,0
PCT/US99/26829,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,NC045-PCT,218,03dec1999 17:28:49,9200,2006-03-27,,,200028364,2000-05-18,,,,PEND,FIBER OPTIC SPLICE CLOSURE INCLUDING END PIVOTING SLACK STORAGE HOLDER AND ASSOCIATED METHODS,0,0
PCT/US99/26830,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,SHE0001.PCT,218,09dec1999 17:28:44,9200,2006-03-27,,,200028144,2000-05-18,,,,PEND,COMPOSITE RAILROAD CROSSTIE,0,0
PCT/US99/26831,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,CM-044,218,06dec1999 17:28:41,9200,2006-03-27,,,200027772,2000-05-18,,,,PEND,GLASS SURFACE PROTECTIVE-TREATING METHOD AND GLASS CLEANING AGENT,0,0
PCT/US99/26832,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,NC044-PCT,218,08dec1999 17:28:35,9200,2006-03-27,,,200028365,2000-05-18,,,,PEND,FIBER OPTIC SPLICE CLOSURE INCLUDING SIDE PIVOTING SLACK STORAGE HOLDER AND ASSOCIATED METHODS,0,0
PCT/US99/26833,1999-11-12,?,PCT,ZEENDER,FLORIAN,M,72478,3611,280,281100,,None,16714-16PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200027691,2000-05-18,,,,PEND,TWO-PIECE SIDE FRAME ASSEMBLY FOR SMALL WHEELCHAIRS,0,0
PCT/US99/26834,1999-11-12,?,PCT,GETZOW,SCOTT,M,80852,3762,607,116000,,None,20000460.WP,256,10nov2001 00:00:00,9200,2006-03-27,,,200027466,2000-05-18,,,,PEND,ELECTRICALLY MEDIATED ANGIOGENESIS,0,0
PCT/US99/26835,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,UV/113 PCT,218,13dec1999 17:28:07,9200,2012-03-05,,,200028734,2000-05-18,,,,PEND,PROGRAM GUIDE WITH INTERACTIVE INFORMATION DISPLAY SCREEN,0,0
PCT/US99/26837,1999-11-10,?,PCT,FREAY,CHARLES,GRANT,97275,3746,417,423100,,None,14536,256,10nov2001 00:00:00,9200,2006-03-27,,,200038757,2000-07-06,,,,PEND,ROTARY BLOOD PUMP WITH CERAMIC MEMBERS,0,0
PCT/US99/26838,1999-11-10,?,PCT,THISSELL,JEREMY,,93446,3763,604,151000,,None,14537,256,10nov2001 00:00:00,9200,2006-03-27,,,200043053,2000-07-27,,,,PEND,BLOOD PUMP USING CROSS-FLOW PRINCIPLES,0,0
PCT/US99/26839,1999-11-10,?,PCT,YASKO JR,JOHN,D,70162,3763,604,151000,,None,14535,256,10nov2001 00:00:00,9200,2006-03-27,,,200032257,2000-06-08,,,,PEND,ACTIVE MAGNETIC BEARING SYSTEM FOR BLOOD PUMP,0,0
PCT/US99/26840,1999-11-12,?,PCT,LEE,EDMUND,H,60786,1732,264,137000,,None,"P21,667-A PC",256,10nov2001 00:00:00,9200,2006-03-27,,,200027606,2000-05-18,,,,PEND,METHOD OF COATING ARTICLES AND COATED ARTICLES,0,0
PCT/US99/26841,1999-11-12,?,PCT,LEE,EDMUND,H,60786,1732,264,557000,,None,D0932-00176,256,10nov2001 00:00:00,9200,2006-03-27,,,200027604,2000-05-18,,,,PEND,APPARATUS AND METHOD FOR CONTINUOUS VACUUM FORMING SHAPED POLYMERIC ARTICLES,0,0
PCT/US99/26842,1999-11-12,?,PCT,SANGHAVI,HEMANG,,60348,2874,385,037000,,None,17344-11PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029888,2000-05-25,,,,PEND,COMPACT DOUBLE-PASS WAVELENGTH MULTIPLEXER- DEMULTIPLEXER,0,0
PCT/US99/26843,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,46433-20001,218,05jan2000 17:26:56,9200,2006-03-27,,,200029444,2000-05-25,,,,PEND,METHODS AND VECTORS FOR GENERATING ANTIBODIES USING POLYNUCLEOTIDE VACCINATION IN AVIAN SPECIES,0,0
PCT/US99/26844,1999-11-11,?,PCT,None,None,None,,5332,000,000000,,None,451D1772APCT,218,29nov1999 17:26:51,9200,2006-03-27,,,200050457,2000-08-31,,,,PEND,PROSTATE-SPECIFIC MEMBRANE ANTIGENS AND METHODS OF MAKING AND USING,0,0
PCT/US99/26845,1999-11-11,?,PCT,TRUONG,KEVIN,THAO,88427,3731,606,159000,,None,VAS-5430,256,10nov2001 00:00:00,9200,2006-03-27,,,200066010,2000-11-09,,,,PEND,PERCUTANEOUS MATERIAL REMOVAL DEVICE AND METHOD,0,0
